location	n	sample
62402032	20	ERR753371_chr5
64695646	5	ERR753371_chr5
65594652	3	ERR753371_chr5
65812388	6	ERR753371_chr5
66025483	25	ERR753371_chr5
67133501	4	ERR753371_chr5
67855840	3	ERR753371_chr5
68273918	12	ERR753371_chr5
68855112	8	ERR753371_chr5
69300241	6	ERR753371_chr5
69410611	19	ERR753371_chr5
71012424	8	ERR753371_chr5
71467261	2	ERR753371_chr5
71504711	3	ERR753371_chr5
71510630	3	ERR753371_chr5
71510822	3	ERR753371_chr5
71510884	3	ERR753371_chr5
71511131	3	ERR753371_chr5
71513342	3	ERR753371_chr5
71541468	5	ERR753371_chr5
71544406	4	ERR753371_chr5
71553194	3	ERR753371_chr5
71656679	35	ERR753371_chr5
71850930	1	ERR753371_chr5
71851055	1	ERR753371_chr5
71851062	1	ERR753371_chr5
72195135	5	ERR753371_chr5
72443719	2	ERR753371_chr5
72887030	10	ERR753371_chr5
72888271	8	ERR753371_chr5
73068846	3	ERR753371_chr5
73776529	6	ERR753371_chr5
73794436	7	ERR753371_chr5
73795301	6	ERR753371_chr5
73795403	6	ERR753371_chr5
73911547	8	ERR753371_chr5
74689390	5	ERR753371_chr5
74930206	3	ERR753371_chr5
74930317	3	ERR753371_chr5
75028723	4	ERR753371_chr5
75147307	4	ERR753371_chr5
75692511	8	ERR753371_chr5
75692544	8	ERR753371_chr5
75707853	13	ERR753371_chr5
76592963	4	ERR753371_chr5
76627460	14	ERR753371_chr5
76627469	14	ERR753371_chr5
76627482	14	ERR753371_chr5
76627568	14	ERR753371_chr5
76637044	10	ERR753371_chr5
76637140	10	ERR753371_chr5
76652825	8	ERR753371_chr5
76833228	3	ERR753371_chr5
77063199	1	ERR753371_chr5
77146826	31	ERR753371_chr5
77785784	3	ERR753371_chr5
78056691	19	ERR753371_chr5
78459212	5	ERR753371_chr5
78885654	4	ERR753371_chr5
79044239	5	ERR753371_chr5
79044434	5	ERR753371_chr5
79044463	5	ERR753371_chr5
79077608	8	ERR753371_chr5
79732649	2	ERR753371_chr5
79732903	2	ERR753371_chr5
79733771	3	ERR753371_chr5
79733940	3	ERR753371_chr5
79734222	3	ERR753371_chr5
79789126	3	ERR753371_chr5
80072193	6	ERR753371_chr5
80300123	1	ERR753371_chr5
80300356	1	ERR753371_chr5
80300390	1	ERR753371_chr5
80320264	3	ERR753371_chr5
80321117	2	ERR753371_chr5
80359963	1	ERR753371_chr5
80437260	8	ERR753371_chr5
80438478	10	ERR753371_chr5
80438590	10	ERR753371_chr5
80440039	11	ERR753371_chr5
80449650	10	ERR753371_chr5
80519839	3	ERR753371_chr5
80873118	5	ERR753371_chr5
81092735	5	ERR753371_chr5
81183345	2	ERR753371_chr5
82276365	13	ERR753371_chr5
83537326	11	ERR753371_chr5
83537550	11	ERR753371_chr5
83538811	12	ERR753371_chr5
83539726	12	ERR753371_chr5
83539905	11	ERR753371_chr5
83579981	8	ERR753371_chr5
86283008	2	ERR753371_chr5
86287833	2	ERR753371_chr5
90642770	5	ERR753371_chr5
90647754	4	ERR753371_chr5
90683772	6	ERR753371_chr5
90683881	6	ERR753371_chr5
90692687	8	ERR753371_chr5
90694507	8	ERR753371_chr5
90725106	6	ERR753371_chr5
90728918	6	ERR753371_chr5
90745693	6	ERR753371_chr5
90756472	7	ERR753371_chr5
90756555	7	ERR753371_chr5
90811291	7	ERR753371_chr5
90823507	6	ERR753371_chr5
90855772	7	ERR753371_chr5
91373583	7	ERR753371_chr5
93881630	7	ERR753371_chr5
94386345	4	ERR753371_chr5
94714782	8	ERR753371_chr5
96776379	38	ERR753371_chr5
96783148	8	ERR753371_chr5
96790494	8	ERR753371_chr5
96790605	8	ERR753371_chr5
96792202	4	ERR753371_chr5
97167819	6	ERR753371_chr5
97177161	7	ERR753371_chr5
97177167	7	ERR753371_chr5
98681019	2	ERR753371_chr5
98681130	2	ERR753371_chr5
98899670	4	ERR753371_chr5
102291323	1	ERR753371_chr5
103555994	4	ERR753371_chr5
105099675	3	ERR753371_chr5
109356037	2	ERR753371_chr5
109378269	4	ERR753371_chr5
109845981	1	ERR753371_chr5
110948089	1	ERR753371_chr5
110949720	1	ERR753371_chr5
111343959	8	ERR753371_chr5
111376793	9	ERR753371_chr5
112892102	12	ERR753371_chr5
112892242	12	ERR753371_chr5
113013373	4	ERR753371_chr5
113104244	8	ERR753371_chr5
115126658	3	ERR753371_chr5
116000518	5	ERR753371_chr5
116001165	5	ERR753371_chr5
116003389	5	ERR753371_chr5
116005914	5	ERR753371_chr5
116005941	5	ERR753371_chr5
116029879	9	ERR753371_chr5
116092637	5	ERR753371_chr5
116217983	6	ERR753371_chr5
116491711	12	ERR753371_chr5
116716307	1	ERR753371_chr5
116716490	1	ERR753371_chr5
116716625	1	ERR753371_chr5
119127984	7	ERR753371_chr5
119149109	3	ERR753371_chr5
119475838	39	ERR753371_chr5
119501963	36	ERR753371_chr5
119526018	41	ERR753371_chr5
120686124	5	ERR753371_chr5
122425326	16	ERR753371_chr5
122440606	19	ERR753371_chr5
122443695	19	ERR753371_chr5
122802013	7	ERR753371_chr5
124641274	7	ERR753371_chr5
124648222	8	ERR753371_chr5
129527778	4	ERR753371_chr5
129679759	3	ERR753371_chr5
130185433	2	ERR753371_chr5
131430969	9	ERR753371_chr5
131472505	11	ERR753371_chr5
131647075	3	ERR753371_chr5
131670663	3	ERR753371_chr5
131672501	4	ERR753371_chr5
131731032	4	ERR753371_chr5
132334853	5	ERR753371_chr5
132340627	4	ERR753371_chr5
132702507	11	ERR753371_chr5
132703440	9	ERR753371_chr5
132711097	6	ERR753371_chr5
135941012	10	ERR753371_chr5
135941158	10	ERR753371_chr5
136047300	10	ERR753371_chr5
137921599	4	ERR753371_chr5
137960134	4	ERR753371_chr5
138140727	5	ERR753371_chr5
138150737	2	ERR753371_chr5
138372745	3	ERR753371_chr5
138427926	6	ERR753371_chr5
140361785	8	ERR753371_chr5
140365569	7	ERR753371_chr5
140561643	31	ERR753371_chr5
140795280	22	ERR753371_chr5
140802149	17	ERR753371_chr5
140802307	16	ERR753371_chr5
140807737	15	ERR753371_chr5
140821835	15	ERR753371_chr5
140876207	25	ERR753371_chr5
141174275	5	ERR753371_chr5
141180333	7	ERR753371_chr5
141193095	7	ERR753371_chr5
141211194	6	ERR753371_chr5
141235300	7	ERR753371_chr5
141331138	7	ERR753371_chr5
141344493	7	ERR753371_chr5
141356907	10	ERR753371_chr5
141371561	13	ERR753371_chr5
141404029	19	ERR753371_chr5
141405253	19	ERR753371_chr5
141413440	22	ERR753371_chr5
141418063	27	ERR753371_chr5
141422889	25	ERR753371_chr5
141478231	31	ERR753371_chr5
141576210	6	ERR753371_chr5
141680082	6	ERR753371_chr5
141957660	7	ERR753371_chr5
141984946	9	ERR753371_chr5
146120433	24	ERR753371_chr5
146143349	30	ERR753371_chr5
146143542	29	ERR753371_chr5
146164409	25	ERR753371_chr5
148108804	7	ERR753371_chr5
148125664	7	ERR753371_chr5
148131303	3	ERR753371_chr5
148213934	4	ERR753371_chr5
149618123	4	ERR753371_chr5
149627077	2	ERR753371_chr5
149981314	4	ERR753371_chr5
151567405	1	ERR753371_chr5
151568976	2	ERR753371_chr5
152392256	4	ERR753371_chr5
154493732	1	ERR753371_chr5
154494000	1	ERR753371_chr5
154889342	2	ERR753371_chr5
154921380	1	ERR753371_chr5
155015598	1	ERR753371_chr5
155491785	1	ERR753371_chr5
157052498	5	ERR753371_chr5
157472861	8	ERR753371_chr5
158777417	10	ERR753371_chr5
160408651	5	ERR753371_chr5
160424204	9	ERR753371_chr5
160670422	5	ERR753371_chr5
160670446	5	ERR753371_chr5
160670489	5	ERR753371_chr5
161230134	1	ERR753371_chr5
161692065	9	ERR753371_chr5
161692119	9	ERR753371_chr5
161701755	3	ERR753371_chr5
161895883	15	ERR753371_chr5
163484069	6	ERR753371_chr5
163513733	33	ERR753371_chr5
167755050	8	ERR753371_chr5
168492820	10	ERR753371_chr5
168516822	2	ERR753371_chr5
168785946	6	ERR753371_chr5
171183269	11	ERR753371_chr5
171392883	32	ERR753371_chr5
172203201	1	ERR753371_chr5
172769708	6	ERR753371_chr5
172897894	23	ERR753371_chr5
172968405	6	ERR753371_chr5
172969391	6	ERR753371_chr5
172976124	1	ERR753371_chr5
173889726	10	ERR753371_chr5
174562032	1	ERR753371_chr5
176598937	4	ERR753371_chr5
176951573	6	ERR753371_chr5
177090796	15	ERR753371_chr5
177294197	12	ERR753371_chr5
177631654	3	ERR753371_chr5
178147900	17	ERR753371_chr5
178186167	2	ERR753371_chr5
178288290	7	ERR753371_chr5
179774846	3	ERR753371_chr5
180739461	1	ERR753371_chr5
180849402	7	ERR753371_chr5
181155604	2	ERR753371_chr5
163090	2	ERR753372_chr5
163145	2	ERR753372_chr5
163151	2	ERR753372_chr5
173991	3	ERR753372_chr5
205450	2	ERR753372_chr5
230865	11	ERR753372_chr5
230996	11	ERR753372_chr5
233457	12	ERR753372_chr5
233619	12	ERR753372_chr5
256357	13	ERR753372_chr5
256394	12	ERR753372_chr5
311363	11	ERR753372_chr5
413524	4	ERR753372_chr5
421340	7	ERR753372_chr5
422637	7	ERR753372_chr5
432790	5	ERR753372_chr5
434607	5	ERR753372_chr5
466696	12	ERR753372_chr5
474989	25	ERR753372_chr5
476238	24	ERR753372_chr5
481495	15	ERR753372_chr5
485144	12	ERR753372_chr5
619218	1	ERR753372_chr5
644437	2	ERR753372_chr5
711356	2	ERR753372_chr5
766795	8	ERR753372_chr5
766918	8	ERR753372_chr5
795949	3	ERR753372_chr5
801247	3	ERR753372_chr5
840227	10	ERR753372_chr5
1035367	5	ERR753372_chr5
1057500	4	ERR753372_chr5
1078783	5	ERR753372_chr5
1081553	4	ERR753372_chr5
1081587	4	ERR753372_chr5
1094274	2	ERR753372_chr5
1214149	2	ERR753372_chr5
1216660	2	ERR753372_chr5
1221084	4	ERR753372_chr5
1225588	4	ERR753372_chr5
1240642	1	ERR753372_chr5
1240733	1	ERR753372_chr5
1242894	1	ERR753372_chr5
1244310	1	ERR753372_chr5
1394700	2	ERR753372_chr5
1409870	2	ERR753372_chr5
1411297	2	ERR753372_chr5
1416027	2	ERR753372_chr5
1443084	1	ERR753372_chr5
1466804	3	ERR753372_chr5
1470785	3	ERR753372_chr5
1470994	3	ERR753372_chr5
1479563	7	ERR753372_chr5
2748943	10	ERR753372_chr5
3600022	4	ERR753372_chr5
3600220	3	ERR753372_chr5
4930068	1	ERR753372_chr5
5146087	4	ERR753372_chr5
5146110	4	ERR753372_chr5
5146222	4	ERR753372_chr5
5146264	4	ERR753372_chr5
5187663	3	ERR753372_chr5
5222960	3	ERR753372_chr5
5232285	3	ERR753372_chr5
5460456	1	ERR753372_chr5
5460506	1	ERR753372_chr5
5462035	1	ERR753372_chr5
6020261	1	ERR753372_chr5
6020305	1	ERR753372_chr5
6377180	5	ERR753372_chr5
6378501	5	ERR753372_chr5
6602431	10	ERR753372_chr5
6604092	10	ERR753372_chr5
6605419	8	ERR753372_chr5
6611644	6	ERR753372_chr5
6611870	6	ERR753372_chr5
6616898	5	ERR753372_chr5
6618073	5	ERR753372_chr5
6645050	5	ERR753372_chr5
6742475	5	ERR753372_chr5
6752900	6	ERR753372_chr5
7520768	3	ERR753372_chr5
7743674	2	ERR753372_chr5
7835442	2	ERR753372_chr5
7835572	2	ERR753372_chr5
7866854	23	ERR753372_chr5
7867917	23	ERR753372_chr5
7869970	22	ERR753372_chr5
7870860	23	ERR753372_chr5
7878311	14	ERR753372_chr5
9066690	2	ERR753372_chr5
9280845	4	ERR753372_chr5
10227436	7	ERR753372_chr5
10236815	7	ERR753372_chr5
10239166	7	ERR753372_chr5
10250318	22	ERR753372_chr5
10250331	21	ERR753372_chr5
10254705	22	ERR753372_chr5
10256049	14	ERR753372_chr5
10261430	14	ERR753372_chr5
10262628	14	ERR753372_chr5
10282284	5	ERR753372_chr5
10506397	5	ERR753372_chr5
10624754	3	ERR753372_chr5
10624775	3	ERR753372_chr5
10664466	1	ERR753372_chr5
10664520	1	ERR753372_chr5
10680885	5	ERR753372_chr5
10748119	7	ERR753372_chr5
10748350	7	ERR753372_chr5
11082650	8	ERR753372_chr5
11084077	8	ERR753372_chr5
11564883	12	ERR753372_chr5
13701416	3	ERR753372_chr5
13701427	3	ERR753372_chr5
13735783	2	ERR753372_chr5
13737335	2	ERR753372_chr5
13754285	2	ERR753372_chr5
13762863	3	ERR753372_chr5
13769148	3	ERR753372_chr5
13776378	2	ERR753372_chr5
13788777	2	ERR753372_chr5
13882732	4	ERR753372_chr5
13894785	4	ERR753372_chr5
13900236	4	ERR753372_chr5
13931096	11	ERR753372_chr5
13931231	10	ERR753372_chr5
13944403	2	ERR753372_chr5
14290696	10	ERR753372_chr5
14363721	8	ERR753372_chr5
14419918	9	ERR753372_chr5
14472517	7	ERR753372_chr5
14479829	9	ERR753372_chr5
14673587	4	ERR753372_chr5
16478091	20	ERR753372_chr5
16480953	20	ERR753372_chr5
16508565	20	ERR753372_chr5
16508789	20	ERR753372_chr5
16666894	7	ERR753372_chr5
16762537	4	ERR753372_chr5
16764225	3	ERR753372_chr5
16765984	3	ERR753372_chr5
16769164	3	ERR753372_chr5
19520823	7	ERR753372_chr5
19721381	8	ERR753372_chr5
21760622	6	ERR753372_chr5
21842327	5	ERR753372_chr5
22078475	6	ERR753372_chr5
23509128	3	ERR753372_chr5
23523239	3	ERR753372_chr5
23976006	4	ERR753372_chr5
25910510	1	ERR753372_chr5
25910615	1	ERR753372_chr5
25910820	1	ERR753372_chr5
25911179	1	ERR753372_chr5
25911228	1	ERR753372_chr5
29882177	1	ERR753372_chr5
31302181	3	ERR753372_chr5
31317387	3	ERR753372_chr5
31317422	3	ERR753372_chr5
31317845	22	ERR753372_chr5
31401340	6	ERR753372_chr5
31471980	9	ERR753372_chr5
31472010	9	ERR753372_chr5
31483489	6	ERR753372_chr5
31486433	6	ERR753372_chr5
31538585	9	ERR753372_chr5
32000377	2	ERR753372_chr5
32058009	5	ERR753372_chr5
32087268	2	ERR753372_chr5
32087696	2	ERR753372_chr5
32247971	4	ERR753372_chr5
32379104	4	ERR753372_chr5
32403241	2	ERR753372_chr5
32417589	3	ERR753372_chr5
32523192	2	ERR753372_chr5
32523237	2	ERR753372_chr5
32716483	7	ERR753372_chr5
33576497	3	ERR753372_chr5
33595891	3	ERR753372_chr5
33637491	3	ERR753372_chr5
33643512	3	ERR753372_chr5
33649702	4	ERR753372_chr5
33649800	4	ERR753372_chr5
33751349	4	ERR753372_chr5
33951588	4	ERR753372_chr5
33954406	4	ERR753372_chr5
33989413	10	ERR753372_chr5
33998663	7	ERR753372_chr5
33998778	7	ERR753372_chr5
34687806	23	ERR753372_chr5
34795876	22	ERR753372_chr5
34808547	20	ERR753372_chr5
34830683	8	ERR753372_chr5
34840736	11	ERR753372_chr5
34954483	13	ERR753372_chr5
34998673	4	ERR753372_chr5
34998772	4	ERR753372_chr5
35010033	5	ERR753372_chr5
35026578	5	ERR753372_chr5
35033421	4	ERR753372_chr5
35033500	4	ERR753372_chr5
35036901	5	ERR753372_chr5
35039381	5	ERR753372_chr5
35643513	9	ERR753372_chr5
35654609	8	ERR753372_chr5
35700496	8	ERR753372_chr5
35708993	9	ERR753372_chr5
35709082	9	ERR753372_chr5
35764485	4	ERR753372_chr5
35764501	4	ERR753372_chr5
35764594	4	ERR753372_chr5
35789062	9	ERR753372_chr5
35799892	6	ERR753372_chr5
35857075	8	ERR753372_chr5
35857207	8	ERR753372_chr5
35874473	7	ERR753372_chr5
35875491	6	ERR753372_chr5
35910317	5	ERR753372_chr5
35920967	7	ERR753372_chr5
35962882	7	ERR753372_chr5
36136573	2	ERR753372_chr5
36171678	26	ERR753372_chr5
36207322	10	ERR753372_chr5
36253835	3	ERR753372_chr5
36260874	4	ERR753372_chr5
36268116	4	ERR753372_chr5
36269449	4	ERR753372_chr5
37364341	4	ERR753372_chr5
37687908	4	ERR753372_chr5
38931817	3	ERR753372_chr5
38950674	4	ERR753372_chr5
38954892	4	ERR753372_chr5
38955694	4	ERR753372_chr5
39074194	9	ERR753372_chr5
39134193	5	ERR753372_chr5
39141138	6	ERR753372_chr5
39719808	1	ERR753372_chr5
40955459	7	ERR753372_chr5
40972009	12	ERR753372_chr5
40998094	7	ERR753372_chr5
40998133	7	ERR753372_chr5
40998712	7	ERR753372_chr5
40999798	7	ERR753372_chr5
41000241	7	ERR753372_chr5
41004294	7	ERR753372_chr5
41004304	7	ERR753372_chr5
41005689	6	ERR753372_chr5
41032896	4	ERR753372_chr5
41033010	4	ERR753372_chr5
41034079	4	ERR753372_chr5
41038898	4	ERR753372_chr5
41042182	4	ERR753372_chr5
41045666	5	ERR753372_chr5
41048431	5	ERR753372_chr5
41049287	5	ERR753372_chr5
41049295	5	ERR753372_chr5
41050897	5	ERR753372_chr5
41054832	5	ERR753372_chr5
41061614	4	ERR753372_chr5
41061769	4	ERR753372_chr5
41070738	2	ERR753372_chr5
41158761	6	ERR753372_chr5
41199857	7	ERR753372_chr5
41382589	2	ERR753372_chr5
41475664	2	ERR753372_chr5
42699942	10	ERR753372_chr5
42719137	11	ERR753372_chr5
42769742	2	ERR753372_chr5
43039691	18	ERR753372_chr5
43161235	15	ERR753372_chr5
43297042	7	ERR753372_chr5
43505891	5	ERR753372_chr5
43609170	20	ERR753372_chr5
43609241	20	ERR753372_chr5
50402346	5	ERR753372_chr5
50633317	1	ERR753372_chr5
50750133	18	ERR753372_chr5
50757054	18	ERR753372_chr5
50757181	18	ERR753372_chr5
50761895	18	ERR753372_chr5
52788531	21	ERR753372_chr5
52801055	9	ERR753372_chr5
52861540	7	ERR753372_chr5
52927520	7	ERR753372_chr5
53042078	6	ERR753372_chr5
53042253	6	ERR753372_chr5
53045234	7	ERR753372_chr5
53048780	6	ERR753372_chr5
53051539	6	ERR753372_chr5
53055583	6	ERR753372_chr5
53058273	6	ERR753372_chr5
53060024	6	ERR753372_chr5
53070308	7	ERR753372_chr5
53070332	7	ERR753372_chr5
53071836	7	ERR753372_chr5
53071876	7	ERR753372_chr5
53073092	6	ERR753372_chr5
53074344	6	ERR753372_chr5
53083447	6	ERR753372_chr5
53090634	7	ERR753372_chr5
53560674	7	ERR753372_chr5
53646253	6	ERR753372_chr5
53646367	6	ERR753372_chr5
54310465	22	ERR753372_chr5
54518564	4	ERR753372_chr5
54519236	4	ERR753372_chr5
54519665	4	ERR753372_chr5
54857975	2	ERR753372_chr5
54858381	2	ERR753372_chr5
54956517	1	ERR753372_chr5
54957727	1	ERR753372_chr5
54957753	1	ERR753372_chr5
55108129	3	ERR753372_chr5
55108187	3	ERR753372_chr5
55114292	4	ERR753372_chr5
55137565	5	ERR753372_chr5
55143638	5	ERR753372_chr5
55164133	13	ERR753372_chr5
55307994	11	ERR753372_chr5
55397546	2	ERR753372_chr5
55410498	3	ERR753372_chr5
55414115	4	ERR753372_chr5
55425814	5	ERR753372_chr5
55425853	5	ERR753372_chr5
55441710	5	ERR753372_chr5
55441963	5	ERR753372_chr5
55508793	6	ERR753372_chr5
55664781	15	ERR753372_chr5
55691135	17	ERR753372_chr5
55786646	9	ERR753372_chr5
55859574	12	ERR753372_chr5
55910616	10	ERR753372_chr5
55956103	23	ERR753372_chr5
56463983	5	ERR753372_chr5
56856589	2	ERR753372_chr5
56865960	2	ERR753372_chr5
56881616	2	ERR753372_chr5
56881916	2	ERR753372_chr5
56882390	2	ERR753372_chr5
56909816	13	ERR753372_chr5
56910246	13	ERR753372_chr5
56911296	12	ERR753372_chr5
56916768	12	ERR753372_chr5
56930583	6	ERR753372_chr5
56933461	8	ERR753372_chr5
57230956	6	ERR753372_chr5
57482276	3	ERR753372_chr5
58458177	16	ERR753372_chr5
58458178	16	ERR753372_chr5
58458305	16	ERR753372_chr5
58458981	18	ERR753372_chr5
58494510	7	ERR753372_chr5
58546222	1	ERR753372_chr5
58976289	12	ERR753372_chr5
58990798	13	ERR753372_chr5
59001980	14	ERR753372_chr5
59002054	14	ERR753372_chr5
59180291	14	ERR753372_chr5
59180399	14	ERR753372_chr5
59193392	15	ERR753372_chr5
59193558	15	ERR753372_chr5
60603586	4	ERR753372_chr5
60689070	5	ERR753372_chr5
60699993	7	ERR753372_chr5
60787448	7	ERR753372_chr5
60945315	40	ERR753372_chr5
61073256	7	ERR753372_chr5
61687014	45	ERR753372_chr5
62347989	17	ERR753372_chr5
62361401	16	ERR753372_chr5
62398552	18	ERR753372_chr5
62402032	20	ERR753372_chr5
62403404	20	ERR753372_chr5
62476708	4	ERR753372_chr5
62580946	11	ERR753372_chr5
63540899	1	ERR753372_chr5
64609241	2	ERR753372_chr5
64977191	14	ERR753372_chr5
65452092	5	ERR753372_chr5
65552585	13	ERR753372_chr5
65552615	13	ERR753372_chr5
65569578	12	ERR753372_chr5
65569831	12	ERR753372_chr5
65586109	12	ERR753372_chr5
65594652	3	ERR753372_chr5
65610790	6	ERR753372_chr5
65624164	16	ERR753372_chr5
65624976	16	ERR753372_chr5
65637678	8	ERR753372_chr5
65777397	6	ERR753372_chr5
65809795	6	ERR753372_chr5
66917157	11	ERR753372_chr5
67133501	4	ERR753372_chr5
67142346	6	ERR753372_chr5
67164050	5	ERR753372_chr5
67166666	5	ERR753372_chr5
67184176	2	ERR753372_chr5
68198183	2	ERR753372_chr5
68198318	1	ERR753372_chr5
68273918	12	ERR753372_chr5
69175420	7	ERR753372_chr5
69235426	16	ERR753372_chr5
69255680	14	ERR753372_chr5
69314058	9	ERR753372_chr5
69392781	15	ERR753372_chr5
69419483	17	ERR753372_chr5
69509789	11	ERR753372_chr5
71011637	8	ERR753372_chr5
71012424	8	ERR753372_chr5
71455991	7	ERR753372_chr5
71502714	3	ERR753372_chr5
71504711	3	ERR753372_chr5
71510630	3	ERR753372_chr5
71510822	3	ERR753372_chr5
71510884	3	ERR753372_chr5
71511131	3	ERR753372_chr5
71544406	4	ERR753372_chr5
71626789	26	ERR753372_chr5
71632029	30	ERR753372_chr5
71632256	37	ERR753372_chr5
71636175	35	ERR753372_chr5
71649248	37	ERR753372_chr5
71652558	37	ERR753372_chr5
71656679	35	ERR753372_chr5
71850930	1	ERR753372_chr5
71851055	1	ERR753372_chr5
71851062	1	ERR753372_chr5
72195135	5	ERR753372_chr5
72228336	25	ERR753372_chr5
72447197	2	ERR753372_chr5
72460275	3	ERR753372_chr5
73123790	3	ERR753372_chr5
73504583	15	ERR753372_chr5
73578976	5	ERR753372_chr5
73579082	5	ERR753372_chr5
73776529	6	ERR753372_chr5
73776705	6	ERR753372_chr5
73780632	8	ERR753372_chr5
73780686	8	ERR753372_chr5
73794264	7	ERR753372_chr5
73794436	7	ERR753372_chr5
73795301	6	ERR753372_chr5
73795403	6	ERR753372_chr5
73849020	7	ERR753372_chr5
73852656	8	ERR753372_chr5
73864905	7	ERR753372_chr5
73864950	7	ERR753372_chr5
73868006	7	ERR753372_chr5
73893320	10	ERR753372_chr5
73901360	9	ERR753372_chr5
73901375	9	ERR753372_chr5
73911547	8	ERR753372_chr5
74043289	2	ERR753372_chr5
74635421	9	ERR753372_chr5
74685445	5	ERR753372_chr5
74696784	4	ERR753372_chr5
74738420	8	ERR753372_chr5
74758770	6	ERR753372_chr5
74759384	6	ERR753372_chr5
74774038	10	ERR753372_chr5
74838917	7	ERR753372_chr5
74930206	3	ERR753372_chr5
74930317	3	ERR753372_chr5
75028723	4	ERR753372_chr5
75029077	3	ERR753372_chr5
75104691	4	ERR753372_chr5
75147095	5	ERR753372_chr5
75147139	5	ERR753372_chr5
75147307	4	ERR753372_chr5
75385948	24	ERR753372_chr5
75581441	14	ERR753372_chr5
75832347	1	ERR753372_chr5
76132110	2	ERR753372_chr5
76511239	3	ERR753372_chr5
76588909	3	ERR753372_chr5
76590343	4	ERR753372_chr5
76592963	4	ERR753372_chr5
76611240	14	ERR753372_chr5
76627460	14	ERR753372_chr5
76627469	14	ERR753372_chr5
76627482	14	ERR753372_chr5
76627568	14	ERR753372_chr5
76628647	12	ERR753372_chr5
76637044	10	ERR753372_chr5
76637140	10	ERR753372_chr5
76637272	10	ERR753372_chr5
76641119	9	ERR753372_chr5
76652649	8	ERR753372_chr5
76652825	8	ERR753372_chr5
76652860	8	ERR753372_chr5
76654882	8	ERR753372_chr5
76655172	8	ERR753372_chr5
76658712	8	ERR753372_chr5
76665000	9	ERR753372_chr5
76665040	9	ERR753372_chr5
76832696	3	ERR753372_chr5
76833228	3	ERR753372_chr5
76875427	4	ERR753372_chr5
77063199	1	ERR753372_chr5
77407549	6	ERR753372_chr5
77630753	1	ERR753372_chr5
77785784	3	ERR753372_chr5
77785843	2	ERR753372_chr5
78129204	20	ERR753372_chr5
78488915	3	ERR753372_chr5
78839453	2	ERR753372_chr5
78885654	4	ERR753372_chr5
79044434	5	ERR753372_chr5
79044463	5	ERR753372_chr5
79277967	1	ERR753372_chr5
79284333	2	ERR753372_chr5
79300221	2	ERR753372_chr5
79732649	2	ERR753372_chr5
79732903	2	ERR753372_chr5
79733771	3	ERR753372_chr5
79733940	3	ERR753372_chr5
79734222	3	ERR753372_chr5
79876313	1	ERR753372_chr5
79990745	7	ERR753372_chr5
80056029	6	ERR753372_chr5
80070426	6	ERR753372_chr5
80072193	6	ERR753372_chr5
80147346	5	ERR753372_chr5
80300123	1	ERR753372_chr5
80300202	1	ERR753372_chr5
80300356	1	ERR753372_chr5
80300390	1	ERR753372_chr5
80320264	3	ERR753372_chr5
80321117	2	ERR753372_chr5
80437260	8	ERR753372_chr5
80438478	10	ERR753372_chr5
80438590	10	ERR753372_chr5
80440039	11	ERR753372_chr5
80443866	10	ERR753372_chr5
80445199	10	ERR753372_chr5
80449650	10	ERR753372_chr5
80519839	3	ERR753372_chr5
80559553	2	ERR753372_chr5
80654962	13	ERR753372_chr5
80656571	12	ERR753372_chr5
80656607	12	ERR753372_chr5
80672439	6	ERR753372_chr5
80672452	6	ERR753372_chr5
80672677	5	ERR753372_chr5
80854162	6	ERR753372_chr5
80873118	5	ERR753372_chr5
81335692	3	ERR753372_chr5
81335823	3	ERR753372_chr5
81440625	12	ERR753372_chr5
82178406	6	ERR753372_chr5
82253397	6	ERR753372_chr5
82253421	6	ERR753372_chr5
82253461	6	ERR753372_chr5
82276365	13	ERR753372_chr5
83490375	7	ERR753372_chr5
83493828	7	ERR753372_chr5
83537326	11	ERR753372_chr5
83537550	11	ERR753372_chr5
83538811	12	ERR753372_chr5
83539726	12	ERR753372_chr5
83539905	11	ERR753372_chr5
83541812	11	ERR753372_chr5
83572354	8	ERR753372_chr5
83579981	8	ERR753372_chr5
83644454	5	ERR753372_chr5
90473911	10	ERR753372_chr5
90474182	10	ERR753372_chr5
90520482	4	ERR753372_chr5
90520566	4	ERR753372_chr5
90525167	5	ERR753372_chr5
90529393	8	ERR753372_chr5
90642770	5	ERR753372_chr5
90811291	7	ERR753372_chr5
90823507	6	ERR753372_chr5
91153214	14	ERR753372_chr5
93600499	3	ERR753372_chr5
94386345	4	ERR753372_chr5
94396280	3	ERR753372_chr5
94417312	4	ERR753372_chr5
94714742	8	ERR753372_chr5
94714782	8	ERR753372_chr5
94942450	13	ERR753372_chr5
95318483	1	ERR753372_chr5
95392927	8	ERR753372_chr5
95406269	7	ERR753372_chr5
95682678	7	ERR753372_chr5
95748427	6	ERR753372_chr5
95755490	5	ERR753372_chr5
95755497	5	ERR753372_chr5
95788624	10	ERR753372_chr5
95809720	7	ERR753372_chr5
95816609	8	ERR753372_chr5
96397282	4	ERR753372_chr5
96397408	4	ERR753372_chr5
96726863	38	ERR753372_chr5
96730872	38	ERR753372_chr5
96730948	38	ERR753372_chr5
96742605	44	ERR753372_chr5
96743698	45	ERR753372_chr5
96753954	39	ERR753372_chr5
96766240	37	ERR753372_chr5
